fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color
5.765556320471451,0.39361874131815666,0.3373863140800914,7.073327648136395,0.06478846432758428,39.07084253910818,200.21987750913192,0.9965462190133185,3.050116651372819,0.758462103526502,12.370776626277424,orange
6.464688239852839,0.23444626778766192,0.2967755568902488,7.5180901887168305,0.03531267145267917,56.66490180725645,100.34157853085613,0.9934684607870943,3.1218669859759034,0.6549844340334179,10.75615139844069,white
9.531331492400177,0.2772495685513196,0.28915996548386086,0.6,0.038815212368935925,11.51501616937688,81.29127453869397,0.9943652006982844,3.3645149300504795,0.5716416848284264,10.822733088370109,orange
6.651197999017101,0.34603288131917936,0.5641148465072463,5.718688837446686,0.024480870908851565,54.13635790529951,133.24469093438537,0.9875291241068043,3.3162278208211906,0.4287521006177241,10.402854928504523,white
6.7087378548150225,0.27981140188987325,0.2015205103687789,0.6,0.08060905181032767,20.903696972611606,96.22840134551069,0.9875867870945549,3.0917830324124655,0.3388481502142121,12.534964676407744,white
7.93702308755331,0.23315751295046186,0.08149678634733325,7.784309931076722,0.009,24.391640530974716,170.92839085925286,0.9953830569271426,3.519651041382059,0.7038772964592217,9.705981874158931,orange
7.1542589814192405,0.2542892373282548,0.3603478824568401,5.068895773086263,0.1024080214096528,31.582694525538862,73.23074003312216,0.9978511647385884,3.180503272323561,0.6232307306816292,9.910950623099394,orange
7.864536340847097,0.2622622020987696,0.3308871167120993,1.6578258468205889,0.036087539583151064,20.260123669431557,131.01078459217794,0.9991469372132332,2.981108744249441,0.30569783611570445,12.324719511462506,white
6.338747223825919,0.13645734878036744,0.22246200005941827,0.6,0.024451508369127354,53.227515659139875,98.01304214597678,1.0019005862059387,3.262757938278532,0.5109414530365781,9.457954308989086,white
8.737858783783334,0.7522061056885985,0.42485287009582084,3.9058280784778097,0.10285008973185202,1.3426390301770454,40.03022568822755,0.9987474225347339,3.3031587529509436,0.743426171873178,10.083303368120252,red
6.656827039956517,0.13557946402527168,0.2832850921374797,4.653147031964976,0.028244227883421655,32.565076685723874,155.53203680724926,0.9996687829387554,3.214627993861766,0.5192400294011141,10.422652372647228,white
6.556023961165068,0.22042518714916448,0.34651813564689066,14.248134580196549,0.018700384210099428,10.349681209725361,145.36267427805262,0.9941795768596641,3.214441334702877,0.5176882384318232,10.239589762451205,white
8.45675135574292,0.4049479342011834,0.3404237978951183,7.226054729718667,0.07007688861532825,52.929889816963424,191.40448034362132,0.9964723773731956,3.346975704507227,0.6212129781804275,9.92981251824442,orange
7.86324954919084,0.12471218258966084,0.266550894215867,8.304655290353326,0.07997587510437708,34.18986121338736,114.76575208535111,0.9996537421710305,2.969615672230867,0.2389063127851043,11.055757880120659,white
6.322542450775961,0.6086875076688752,0.04481316136861654,11.676445927783963,0.04807644828629667,45.36863258872813,121.07673336616291,0.9983130505446923,3.1538423962719397,0.36035352054509695,12.11514559639488,orange
5.73940181032982,0.487628345124405,0.3053471747342634,2.8368132387032126,0.009,10.803331468480112,6.0,0.994476599975521,3.12078458373596,0.38171043677600697,10.386287490438349,orange
7.933308421113121,0.2861305463427002,0.6154169991693015,2.9899334045008255,0.021248325532237322,11.253112690260284,50.11543591359709,0.9999638137096158,3.1400356306011803,0.8235945573218764,11.914370430906397,red
6.844453005938879,0.187802769627859,0.3433653595277422,2.956811533297629,0.06707674088697582,32.80705985072957,103.27862425263608,0.9930661413433903,3.250619536640212,0.42551134156984494,9.502425717760994,white
8.487676290171146,0.08,0.48707676289500995,11.857014814352473,0.0458839127313955,1.0,93.85893683957828,0.9944287534154848,3.052599486311397,0.44821894001589707,12.370187654107092,rose
8.49957587036039,0.3376771871912436,0.38258594186571004,0.746798524361205,0.03340907451593868,21.87340515394716,166.03921818805918,0.9999759015377857,3.088406710802808,0.7122463346390528,8.4,orange
7.1018891926421785,0.5567742031743284,0.29101257772920985,2.7493668543034158,0.021054725680966967,24.276046504931138,54.35041733663276,0.9981301974099046,3.0188963342460817,0.7109487176716345,9.157220203421227,red
7.627859221172113,0.6235037334803775,0.2887207478651017,1.3381953921565266,0.0877617895788689,1.0,84.30621159511395,0.9963592396743076,3.4838021674589763,0.5688980470887566,9.865025156967926,red
8.778102259869257,0.3574401647917179,0.034764930845117684,0.6,0.04987525010392791,36.24139771688953,111.13633581725266,0.9982057235827649,2.9024322844007218,0.5497500114211784,8.34776263626641,rose
7.164444136323314,0.42605533867707407,0.46372151197912104,5.073658106869815,0.13165020885042905,34.04453188960968,96.4091507164698,0.989807055529905,3.173372790648721,0.48364856047849714,11.580680455308089,orange
8.163205771335727,0.1776124741196037,0.45331401067369015,5.306051080163133,0.04469167451341564,46.78483270564671,90.64714446247585,0.9951711284351619,3.213401022692095,0.5460482874601177,10.870123928518055,white
7.937171598602426,0.6369620661494393,0.0,2.8219826358378413,0.09221030386244153,16.306795092470004,80.5854708771496,0.9973778763390304,3.5393074910078615,0.48972848528614615,10.56783351930776,red
8.753897491000158,0.46932649776666874,0.2952774606643337,4.675473661370116,0.10543297553828405,11.969429493038447,30.01362287352173,0.9964261110526987,3.5638036924207337,0.6270780933983819,10.401888923186892,red
7.512107435135973,0.3243821281489454,0.5368382531605386,6.363031532348114,0.060383002418032045,16.741378214047508,121.90966926654164,0.9961076651702901,3.316481567301305,0.4562976532204636,10.426155535802028,white
7.038272361767273,0.36593920283783005,0.39417883176685314,7.154348241905946,0.05374601240103682,76.18330384037716,135.91197005532288,0.9946288450100051,3.3469160832300267,0.6160159453269219,11.97505095634846,white
7.128231382047586,0.34668016483475406,0.330483385476336,4.712279576184902,0.09713778996582631,28.94377003766311,50.86783262399138,0.9934593234472002,3.2424900770398803,0.7170599656989606,11.25638896004488,rose
6.450869788249282,0.4510311301346319,0.3519810984396514,3.385062605522589,0.13255190307236525,34.78279055737136,63.11801268378663,0.9947535963894035,3.271444346205591,0.7103285787117779,12.627024558811849,red
6.467019004493195,0.38809232371468355,0.45512272362633127,4.375277995641557,0.09279647640903081,57.420062128022074,62.39047352827978,0.992154201253444,3.1915452287837467,0.5750284672868372,9.90164035563462,rose
6.915657370985255,0.5413744263837444,0.4045292721284529,2.3390911874344416,0.14236212357608974,21.429010597434353,6.0,0.9957473981968195,3.2243723801944477,0.7394038703761484,8.4,red
7.166716970044829,0.26742564767408367,0.3883741214373648,0.6,0.02115477635390647,15.002838392767625,144.4354622800252,0.9992091675758529,3.5251942994409453,0.5626649903299286,11.130616559888866,white
6.911772574845014,0.13463426877547843,0.2683104160039201,6.954020647770489,0.020625485108090213,41.69763272344816,112.83467559330305,0.993154947626312,3.097408580205682,0.7012396687883428,10.497657085404457,white
7.619933558995657,0.5252319500457285,0.13755736786215586,8.811587041565318,0.07650825938691848,27.860783874622776,133.5480296992651,0.9976478906330091,3.353238264816939,0.3514662269228222,11.517164400476908,rose
5.638850631521815,0.18255256232784794,0.12667466374967334,0.6,0.0736858729594205,26.232491290862306,138.4160552122921,0.9969245642326945,3.256109329708422,0.6444572656737104,10.384651271477662,orange
7.452037039851316,0.22154753414375714,0.4107253674943938,11.324267229817035,0.05935764027858347,8.60305748997369,107.45873477326582,0.9932870712810541,3.177027147019159,0.5606815970177732,10.732949554434127,white
5.586385958118027,0.3842717039190042,0.21340640503714772,4.443890384465455,0.05123872218693084,69.24867598688365,270.52617696243095,0.9958420286744315,3.16060384017044,0.5508477791592353,11.606634071936327,white
7.374556157437786,0.33802249229115255,0.29673025725993435,8.045580397296906,0.01843806656520242,51.02313934050266,130.50267448043516,0.9924639605824833,3.346667661547779,0.4094630652062405,8.78098560757947,white
5.3918156849895995,0.4214639074319607,0.5983033576204445,7.3818245260229665,0.06820419514970698,30.200404376895833,25.54486115420248,0.9989809388924215,3.1188394041020486,0.619663479608987,8.650132256056606,orange
8.662581559185384,0.45236805253877127,0.38699531181052205,6.584170700472134,0.04839479666008797,45.742269346350064,94.89395294988898,0.9932575872141591,2.9363094437810044,0.5354085480750156,11.310719682541821,white
7.452637735233197,0.4360463065995462,0.11483712354198893,2.049297522098884,0.12374458086227456,4.851637124273094,60.540885715273404,0.9935346213096502,3.224450206860592,0.6022981069396819,12.20782677201458,red
9.18357709449204,0.3177945090305004,0.2725968284078823,6.2617004739852415,0.009,23.49300331055164,120.96694593538055,0.9924598768657269,3.21127231647604,0.3959875156367702,11.893830444070808,white
7.193779427405029,0.34780387081666536,0.2856358837875917,7.528024879915211,0.04604747443420355,36.96927575403849,105.50923771591457,0.9941006841299223,3.263464680030013,0.6554598506951574,11.69476545640461,white
